OTU,Size,Taxonomy
Otu01877,1,"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Chryseobacterium(100);"
Otu01878,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01879,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01880,1,Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillaceae_1(100);Geobacillus(100);
Otu01881,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01882,5,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Acidimicrobiales(100);unclassified(100);unclassified(100);"
Otu01883,1,"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacterium(100);"
Otu01884,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01885,13,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01886,14,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Legionellales(100);Coxiellaceae(100);Aquicella(100);"
Otu01887,5,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);unclassified(100);unclassified(100);"
Otu01888,9,"Bacteria(100);""Acidobacteria""(100);Acidobacteria_Gp17(100);Acidobacteria_Gp17_order_incertae_sedis(100);Acidobacteria_Gp17_family_incertae_sedis(100);Gp17(100);"
Otu01889,1,"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);"
Otu01890,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01891,15,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01892,9,"Bacteria(100);""Verrucomicrobia""(100);Subdivision3(100);Subdivision3_order_incertae_sedis(100);Subdivision3_family_incertae_sedis(100);3_genus_incertae_sedis(100);"
Otu01893,2,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01894,1,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01895,39,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);Lysobacter(100);"
Otu01896,1,Bacteria(100);OP11(100);OP11_class_incertae_sedis(100);OP11_order_incertae_sedis(100);OP11_family_incertae_sedis(100);OP11_genus_incertae_sedis(100);
Otu01897,2,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01898,1,"Bacteria(100);""Chlamydiae""(100);Chlamydiae(100);Chlamydiales(100);Parachlamydiaceae(100);unclassified(100);"
Otu01899,224,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01900,3,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01901,1,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01902,169,Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);
Otu01903,21,"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);"
Otu01904,15,"Bacteria(100);""Spirochaetes""(100);Spirochaetes(100);Spirochaetales(100);Spirochaetaceae(100);Spirochaeta(100);"
Otu01905,43,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01906,1,"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacterium(100);"
Otu01907,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01908,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01909,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01910,17,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01911,43,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01912,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01913,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01914,1,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);unclassified(100);"
Otu01915,14,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01916,60,"Bacteria(100);""Proteobacteria""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01917,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01918,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01919,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01920,2,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01921,1,"Bacteria(100);""Bacteroidetes""(100);""Bacteroidia""(100);""Bacteroidales""(100);""Prevotellaceae""(100);Prevotella(100);"
Otu01922,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01923,1,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"
Otu01924,7,"Bacteria(100);""Proteobacteria""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01925,1,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01926,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01927,2,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01928,13,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);Chitinophagaceae(100);unclassified(100);"
Otu01929,1,Bacteria(100);OD1(100);OD1_class_incertae_sedis(100);OD1_order_incertae_sedis(100);OD1_family_incertae_sedis(100);OD1_genus_incertae_sedis(100);
Otu01930,25,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"
Otu01931,42,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01932,1,"Bacteria(100);""Spirochaetes""(100);Spirochaetes(100);Spirochaetales(100);Leptospiraceae(100);Turneriella(100);"
Otu01933,9,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01934,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01935,547,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01936,6,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01937,40,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01938,2,"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Cryomorphaceae(100);unclassified(100);"
Otu01939,25,"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01940,1,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01941,5,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01942,11,"Bacteria(100);""Proteobacteria""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01943,1,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"
Otu01944,54,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01945,31,Bacteria(100);OD1(100);OD1_class_incertae_sedis(100);OD1_order_incertae_sedis(100);OD1_family_incertae_sedis(100);OD1_genus_incertae_sedis(100);
Otu01946,19,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Legionellales(100);Legionellaceae(100);Legionella(100);"
Otu01947,40,Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);unclassified(100);unclassified(100);
Otu01948,7,Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_Incertae_Sedis_X(100);Thermicanus(100);
Otu01949,76,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);Pseudoxanthomonas(100);"
Otu01950,76,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01951,4,Bacteria(100);OD1(100);OD1_class_incertae_sedis(100);OD1_order_incertae_sedis(100);OD1_family_incertae_sedis(100);OD1_genus_incertae_sedis(100);
Otu01952,44,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01953,32,"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Myxococcales(100);unclassified(100);unclassified(100);"
Otu01954,15,"Bacteria(100);""Verrucomicrobia""(100);Opitutae(100);Opitutales(100);Opitutaceae(100);unclassified(100);"
Otu01955,1,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);Burkholderiales(100);unclassified(100);unclassified(100);"
Otu01956,1,"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacterium(100);"
Otu01957,1,"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacterium(100);"
Otu01958,1,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);Burkholderiales(100);unclassified(100);unclassified(100);"
Otu01959,2,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01960,64,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);Chitinophagaceae(100);unclassified(100);"
Otu01961,7,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01962,35,"Bacteria(100);""Proteobacteria""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01963,1,"Bacteria(100);""Proteobacteria""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01964,5,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01965,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01966,90,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01967,1,"Bacteria(100);""Bacteroidetes""(100);""Bacteroidia""(100);""Bacteroidales""(100);""Porphyromonadaceae""(100);unclassified(100);"
Otu01968,5,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01969,3,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01970,3,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Nocardiaceae(100);Nocardia(100);"
Otu01971,13,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01972,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01973,28,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01974,12,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01975,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01976,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01977,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01978,4,"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);Chitinophagaceae(100);unclassified(100);"
Otu01979,1,"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Dermacoccaceae(100);Dermacoccus(100);"
Otu01980,7,Bacteria(100);OD1(100);OD1_class_incertae_sedis(100);OD1_order_incertae_sedis(100);OD1_family_incertae_sedis(100);OD1_genus_incertae_sedis(100);
Otu01981,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01982,12,"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01983,171,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01984,3,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01985,111,"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);unclassified(100);"
Otu01986,11,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01987,2,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01988,3,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01989,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01990,3,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01991,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01992,2,"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacterium(100);"
Otu01993,5,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01994,1,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"
Otu01995,11,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);Burkholderiales(100);Burkholderiaceae(100);Cupriavidus(100);"
Otu01996,1,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Delftia(100);"
Otu01997,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01998,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu01999,1,Bacteria(100);Firmicutes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu02000,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu02001,3,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu02002,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu02003,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu02004,4,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu02005,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu02006,1,"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacterium(100);"
Otu02007,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu02008,1,"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacterium(100);"
Otu02009,1,"Bacteria(100);""Bacteroidetes""(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"
Otu02010,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu02011,1,"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);unclassified(100);"
Otu02012,24,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu02013,1,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
Otu02014,4,Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);
